sample_name,clonal_or_population,tech_rep_description,media_description,carbon_source,nitrogen_source,phosphorous_source,sulfur_source,calcium_source,supplement,temperature,strain,strain_details,taxonomy_id,reseq_reference,breseq_version,reseq_date,experiment,project,person,doi
A0 F0 I1 R1,clonal,,Defined Medium,Acetate(2.1),(NH4)2HPO4(4.5)," KH2PO4(13.3),(NH4)2HPO4(4.5)",MgSO4-7H2O(1.2),,,37,481805,E.coli_ATCC8739,Illumina/ ,/var/data/Ref_ATCC8739.gb,0.33.1,17:48:37 25 Feb 2020,ALE_Ecoli_Acetate,E.coli Acetate,Mark A. Eiteman,10.1007/s00253-016-7724-0
A1 F75 I1 R1,clonal,,Defined Medium,Acetate(2.1),(NH4)2HPO4(4.5)," KH2PO4(13.3),(NH4)2HPO4(4.5)",MgSO4-7H2O(1.2),,,37,481805,E.coli_ATCC8739,Illumina/ ,/var/data/Ref_ATCC8739.gb,0.33.1,21:49:02 25 Feb 2020,ALE_Ecoli_Acetate,E.coli Acetate,Mark A. Eiteman,10.1007/s00253-016-7724-0
